run_id,butter,sugar_ratio,flour,egg,chips,temp,time
203,0.96875,0.78125,2.515625,1.375,0.8125,381.25,9.125
204,0.71875,1.53125,2.140625,2.375,1.3125,331.25,12.125
205,0.65625,0.59375,2.234375,2.125,1.4375,368.75,8.375
206,0.90625,1.34375,2.609375,1.125,0.9375,418.75,11.375
207,0.78125,1.71875,2.046875,2.625,0.6875,393.75,9.875
208,0.53125,0.96875,2.421875,1.625,1.1875,343.75,12.875
209,0.546875,1.203125,2.3515625,2.3125,0.78125,421.875,11.1875
210,0.796875,1.953125,2.7265625,1.3125,1.28125,371.875,8.1875
211,0.921875,1.578125,2.1640625,2.8125,1.03125,346.875,12.6875
212,0.671875,0.828125,2.5390625,1.8125,0.53125,396.875,9.6875
213,0.734375,1.390625,2.6328125,1.5625,0.65625,409.375,13.4375
214,0.984375,0.640625,2.2578125,2.5625,1.15625,359.375,10.4375
215,0.859375,1.015625,2.4453125,1.0625,1.40625,334.375,11.9375
216,0.609375,1.765625,2.0703125,2.0625,0.90625,384.375,8.9375
217,0.578125,1.296875,2.3984375,2.6875,1.34375,390.625,13.8125
218,0.828125,0.546875,2.0234375,1.6875,0.84375,340.625,10.8125
219,0.953125,0.921875,2.5859375,2.1875,0.59375,365.625,12.3125
220,0.703125,1.671875,2.2109375,1.1875,1.09375,415.625,9.3125
221,0.640625,1.109375,2.1171875,1.4375,1.21875,378.125,11.5625
222,0.890625,1.859375,2.4921875,2.4375,0.71875,328.125,8.5625
223,0.765625,1.484375,2.3046875,1.9375,0.96875,353.125,13.0625
224,0.515625,0.734375,2.6796875,2.9375,1.46875,403.125,10.0625
225,0.5234375,1.9765625,2.52734375,2.09375,0.640625,417.1875,12.78125
226,0.7734375,1.2265625,2.15234375,1.09375,1.140625,367.1875,9.78125
227,0.8984375,0.8515625,2.71484375,2.59375,1.390625,342.1875,11.28125
228,0.6484375,1.6015625,2.33984375,1.59375,0.890625,392.1875,8.28125
229,0.7109375,0.6640625,2.05859375,1.84375,0.765625,404.6875,12.03125
230,0.9609375,1.4140625,2.43359375,2.84375,1.265625,354.6875,9.03125
231,0.8359375,1.7890625,2.24609375,1.34375,1.015625,329.6875,13.53125
232,0.5859375,1.0390625,2.62109375,2.34375,0.515625,379.6875,10.53125
233,0.6171875,0.5703125,2.19921875,2.96875,1.203125,398.4375,12.40625
234,0.8671875,1.3203125,2.57421875,1.96875,0.703125,348.4375,9.40625
235,0.9921875,1.6953125,2.01171875,2.46875,0.953125,373.4375,13.90625
236,0.7421875,0.9453125,2.38671875,1.46875,1.453125,423.4375,10.90625
237,0.6796875,1.8828125,2.66796875,1.21875,1.328125,385.9375,13.15625
238,0.9296875,1.1328125,2.29296875,2.21875,0.828125,335.9375,10.15625
239,0.8046875,0.7578125,2.48046875,1.71875,0.578125,360.9375,11.65625
240,0.5546875,1.5078125,2.10546875,2.71875,1.078125,410.9375,8.65625
241,0.5390625,1.2734375,2.59765625,1.28125,0.921875,332.8125,9.59375
242,0.7890625,0.5234375,2.22265625,2.28125,1.421875,382.8125,12.59375
243,0.9140625,0.8984375,2.41015625,1.78125,1.171875,407.8125,8.09375
244,0.6640625,1.6484375,2.03515625,2.78125,0.671875,357.8125,11.09375
245,0.7265625,1.0859375,2.31640625,2.53125,0.546875,345.3125,8.84375
246,0.9765625,1.8359375,2.69140625,1.53125,1.046875,395.3125,11.84375
247,0.8515625,1.4609375,2.12890625,2.03125,1.296875,420.3125,10.34375
248,0.6015625,0.7109375,2.50390625,1.03125,0.796875,370.3125,13.34375
249,0.5703125,1.1796875,2.17578125,1.65625,1.484375,351.5625,9.21875
250,0.8203125,1.9296875,2.55078125,2.65625,0.984375,401.5625,12.21875
251,0.9453125,1.5546875,2.36328125,1.15625,0.734375,376.5625,10.71875
252,0.6953125,0.8046875,2.73828125,2.15625,1.234375,326.5625,13.71875
253,0.6328125,1.3671875,2.45703125,2.40625,1.109375,364.0625,9.96875
254,0.8828125,0.6171875,2.08203125,1.40625,0.609375,414.0625,12.96875
255,0.7578125,0.9921875,2.64453125,2.90625,0.859375,389.0625,8.46875
256,0.5078125,1.7421875,2.26953125,1.90625,1.359375,339.0625,11.46875
257,0.5,0.5,2,1,0.5,325,8
258,0.75,1.25,2.375,2,1,375,11
259,0.875,0.875,2.5625,1.5,1.25,400,9.5
260,0.625,1.625,2.1875,2.5,0.75,350,12.5
261,0.6875,1.0625,2.46875,2.75,0.875,337.5,10.25
262,0.9375,1.8125,2.09375,1.75,1.375,387.5,13.25
263,0.8125,0.6875,2.28125,2.25,1.125,412.5,8.75
264,0.5625,1.4375,2.65625,1.25,0.625,362.5,11.75
265,0.59375,0.96875,2.234375,1.875,1.0625,356.25,10.625
266,0.84375,1.71875,2.609375,2.875,0.5625,406.25,13.625
267,0.96875,0.59375,2.421875,1.375,0.8125,381.25,9.125
268,0.71875,1.34375,2.046875,2.375,1.3125,331.25,12.125
269,0.65625,0.78125,2.703125,2.125,1.4375,368.75,8.375
270,0.90625,1.53125,2.328125,1.125,0.9375,418.75,11.375
271,0.78125,1.15625,2.140625,2.625,0.6875,393.75,9.875
272,0.53125,1.90625,2.515625,1.625,1.1875,343.75,12.875
273,0.546875,1.203125,2.1171875,2.3125,0.78125,421.875,11.1875
274,0.796875,1.953125,2.4921875,1.3125,1.28125,371.875,8.1875
275,0.921875,0.828125,2.6796875,2.8125,1.03125,346.875,12.6875
276,0.671875,1.578125,2.3046875,1.8125,0.53125,396.875,9.6875
277,0.734375,0.640625,2.3984375,1.5625,0.65625,409.375,13.4375
278,0.984375,1.390625,2.0234375,2.5625,1.15625,359.375,10.4375
279,0.859375,1.015625,2.2109375,1.0625,1.40625,334.375,11.9375
280,0.609375,1.765625,2.5859375,2.0625,0.90625,384.375,8.9375
281,0.578125,0.734375,2.3515625,2.6875,1.34375,390.625,13.8125
282,0.828125,1.484375,2.7265625,1.6875,0.84375,340.625,10.8125
283,0.953125,1.109375,2.5390625,2.1875,0.59375,365.625,12.3125
284,0.703125,1.859375,2.1640625,1.1875,1.09375,415.625,9.3125
285,0.640625,0.921875,2.6328125,1.4375,1.21875,378.125,11.5625
286,0.890625,1.671875,2.2578125,2.4375,0.71875,328.125,8.5625
287,0.765625,0.546875,2.0703125,1.9375,0.96875,353.125,13.0625
288,0.515625,1.296875,2.4453125,2.9375,1.46875,403.125,10.0625
289,0.5234375,0.8984375,2.03515625,2.09375,0.640625,417.1875,12.78125
290,0.7734375,1.6484375,2.41015625,1.09375,1.140625,367.1875,9.78125
291,0.8984375,0.5234375,2.59765625,2.59375,1.390625,342.1875,11.28125
292,0.6484375,1.2734375,2.22265625,1.59375,0.890625,392.1875,8.28125
293,0.7109375,0.7109375,2.50390625,1.84375,0.765625,404.6875,12.03125
294,0.9609375,1.4609375,2.12890625,2.84375,1.265625,354.6875,9.03125
295,0.8359375,1.0859375,2.31640625,1.34375,1.015625,329.6875,13.53125
296,0.5859375,1.8359375,2.69140625,2.34375,0.515625,379.6875,10.53125
297,0.6171875,0.6171875,2.26953125,2.96875,1.203125,398.4375,12.40625
298,0.8671875,1.3671875,2.64453125,1.96875,0.703125,348.4375,9.40625
299,0.9921875,0.9921875,2.45703125,2.46875,0.953125,373.4375,13.90625
300,0.7421875,1.7421875,2.08203125,1.46875,1.453125,423.4375,10.90625
301,0.6796875,1.1796875,2.73828125,1.21875,1.328125,385.9375,13.15625
302,0.9296875,1.9296875,2.36328125,2.21875,0.828125,335.9375,10.15625
303,0.8046875,0.8046875,2.17578125,1.71875,0.578125,360.9375,11.65625
304,0.5546875,1.5546875,2.55078125,2.71875,1.078125,410.9375,8.65625
305,0.5390625,0.8515625,2.10546875,1.28125,0.921875,332.8125,9.59375
306,0.7890625,1.6015625,2.48046875,2.28125,1.421875,382.8125,12.59375
307,0.9140625,1.2265625,2.66796875,1.78125,1.171875,407.8125,8.09375
308,0.6640625,1.9765625,2.29296875,2.78125,0.671875,357.8125,11.09375
309,0.7265625,1.0390625,2.38671875,2.53125,0.546875,345.3125,8.84375
310,0.9765625,1.7890625,2.01171875,1.53125,1.046875,395.3125,11.84375
311,0.8515625,0.6640625,2.19921875,2.03125,1.296875,420.3125,10.34375
312,0.6015625,1.4140625,2.57421875,1.03125,0.796875,370.3125,13.34375
313,0.5703125,1.1328125,2.33984375,1.65625,1.484375,351.5625,9.21875
314,0.8203125,1.8828125,2.71484375,2.65625,0.984375,401.5625,12.21875
315,0.9453125,0.7578125,2.52734375,1.15625,0.734375,376.5625,10.71875
316,0.6953125,1.5078125,2.15234375,2.15625,1.234375,326.5625,13.71875
317,0.6328125,0.5703125,2.62109375,2.40625,1.109375,364.0625,9.96875
318,0.8828125,1.3203125,2.24609375,1.40625,0.609375,414.0625,12.96875
319,0.7578125,0.9453125,2.05859375,2.90625,0.859375,389.0625,8.46875
320,0.5078125,1.6953125,2.43359375,1.90625,1.359375,339.0625,11.46875
321,0.5,0.5,2,1,0.5,325,8
322,0.75,1.25,2.375,2,1,375,11
323,0.875,0.875,2.1875,2.5,1.25,400,9.5
324,0.625,1.625,2.5625,1.5,0.75,350,12.5
325,0.6875,1.0625,2.46875,2.75,0.875,337.5,10.25
326,0.9375,1.8125,2.09375,1.75,1.375,387.5,13.25
327,0.8125,0.6875,2.65625,1.25,1.125,412.5,8.75
328,0.5625,1.4375,2.28125,2.25,0.625,362.5,11.75
329,0.59375,0.96875,2.703125,2.375,1.0625,356.25,10.625
330,0.84375,1.71875,2.328125,1.375,0.5625,406.25,13.625
331,0.96875,0.59375,2.515625,1.875,0.8125,381.25,9.125
332,0.71875,1.34375,2.140625,2.875,1.3125,331.25,12.125
333,0.65625,0.78125,2.234375,1.625,1.4375,368.75,8.375
334,0.90625,1.53125,2.609375,2.625,0.9375,418.75,11.375
335,0.78125,1.15625,2.046875,2.125,0.6875,393.75,9.875
336,0.53125,1.90625,2.421875,1.125,1.1875,343.75,12.875
337,0.546875,1.203125,2.3515625,1.1875,0.78125,421.875,11.1875
338,0.796875,1.953125,2.7265625,2.1875,1.28125,371.875,8.1875
339,0.921875,0.828125,2.1640625,2.6875,1.03125,346.875,12.6875
340,0.671875,1.578125,2.5390625,1.6875,0.53125,396.875,9.6875
341,0.734375,0.640625,2.6328125,2.9375,0.65625,409.375,13.4375
342,0.984375,1.390625,2.2578125,1.9375,1.15625,359.375,10.4375
343,0.859375,1.015625,2.4453125,1.4375,1.40625,334.375,11.9375
344,0.609375,1.765625,2.0703125,2.4375,0.90625,384.375,8.9375
345,0.578125,0.734375,2.3984375,2.3125,1.34375,390.625,13.8125
346,0.828125,1.484375,2.0234375,1.3125,0.84375,340.625,10.8125
347,0.953125,1.109375,2.5859375,1.8125,0.59375,365.625,12.3125
348,0.703125,1.859375,2.2109375,2.8125,1.09375,415.625,9.3125
349,0.640625,0.921875,2.1171875,1.5625,1.21875,378.125,11.5625
350,0.890625,1.671875,2.4921875,2.5625,0.71875,328.125,8.5625
351,0.765625,0.546875,2.3046875,2.0625,0.96875,353.125,13.0625
352,0.515625,1.296875,2.6796875,1.0625,1.46875,403.125,10.0625
353,0.5234375,0.8984375,2.52734375,1.78125,0.640625,417.1875,12.78125
354,0.7734375,1.6484375,2.15234375,2.78125,1.140625,367.1875,9.78125
355,0.8984375,0.5234375,2.71484375,2.28125,1.390625,342.1875,11.28125
356,0.6484375,1.2734375,2.33984375,1.28125,0.890625,392.1875,8.28125
357,0.7109375,0.7109375,2.05859375,2.03125,0.765625,404.6875,12.03125
358,0.9609375,1.4609375,2.43359375,1.03125,1.265625,354.6875,9.03125
359,0.8359375,1.0859375,2.24609375,1.53125,1.015625,329.6875,13.53125
360,0.5859375,1.8359375,2.62109375,2.53125,0.515625,379.6875,10.53125
361,0.6171875,0.6171875,2.19921875,2.65625,1.203125,398.4375,12.40625
362,0.8671875,1.3671875,2.57421875,1.65625,0.703125,348.4375,9.40625
363,0.9921875,0.9921875,2.01171875,1.15625,0.953125,373.4375,13.90625
364,0.7421875,1.7421875,2.38671875,2.15625,1.453125,423.4375,10.90625
365,0.6796875,1.1796875,2.66796875,1.40625,1.328125,385.9375,13.15625
366,0.9296875,1.9296875,2.29296875,2.40625,0.828125,335.9375,10.15625
367,0.8046875,0.8046875,2.48046875,2.90625,0.578125,360.9375,11.65625
368,0.5546875,1.5546875,2.10546875,1.90625,1.078125,410.9375,8.65625
369,0.5390625,0.8515625,2.59765625,1.96875,0.921875,332.8125,9.59375
370,0.7890625,1.6015625,2.22265625,2.96875,1.421875,382.8125,12.59375
371,0.9140625,1.2265625,2.41015625,2.46875,1.171875,407.8125,8.09375
372,0.6640625,1.9765625,2.03515625,1.46875,0.671875,357.8125,11.09375
373,0.7265625,1.0390625,2.31640625,2.21875,0.546875,345.3125,8.84375
374,0.9765625,1.7890625,2.69140625,1.21875,1.046875,395.3125,11.84375
375,0.8515625,0.6640625,2.12890625,1.71875,1.296875,420.3125,10.34375
