run_id,taste
584,77.4874
585,84.9127
586,93.6155
587,41.1042
588,88.0635
589,70.3927
590,98.3721
591,27.6581
592,91.0735
593,83.1244
594,85.2803
595,81.2340
596,42.6216
597,81.3142
598,83.4123
599,84.9206
600,60.0223
601,73.3835
602,99.1011
603,71.4608
604,92.0794
605,55.4477
606,99.3276
607,90.2817
608,44.4454
609,98.3227
610,70.6278
611,92.2659
612,42.2789
613,103.3908
614,68.9751
615,90.0093
616,1.2715
617,94.4870
618,76.8866
619,82.7816
620,77.8022
621,66.6481
622,78.9075
623,86.7820
624,67.0319
625,98.2313
626,61.6368
627,84.8693
628,60.1842
629,95.8196
630,81.9727
631,91.8828
632,63.9049
633,87.7682
634,93.3882
635,1.0000
636,73.4242
637,87.4885
638,84.8119
639,58.1310
640,75.0214
641,71.6581
642,79.4684
643,72.2766
644,94.9091
645,80.5193
646,74.5820
647,82.9170
648,78.5644
649,12.7610
650,100.0775
651,78.8754
652,86.8544
653,26.9423
654,89.3916
655,73.8386
656,95.4407
657,82.4998
658,37.1491
659,87.0129
660,83.1077
661,78.2161
662,25.1892
663,79.3588
664,93.6889
665,58.9436
666,94.6974
667,84.0625
668,95.6060
669,64.0717
670,86.0164
671,92.4582
672,87.2082
673,90.1505
674,61.4724
675,92.4071
676,71.7270
677,100.3171
678,1.0000
679,96.0859
680,84.3226
681,83.8754
682,73.6899
683,96.3126
684,79.9060
685,82.8802
686,69.8134
687,81.2968
688,88.7388
689,80.7685
690,73.1107
691,94.7959
692,52.7660
693,81.1459
694,75.0127
695,97.0089
696,72.6938
697,1.0000
698,89.5629
699,97.2739
700,68.4689
701,78.3753
702,78.6882
703,87.5366
704,81.8405
705,50.8219
706,101.7601
707,76.9613
708,75.5067
709,70.7119
710,96.4113
711,84.3982
712,56.9507
713,78.9830
714,78.3919
715,84.5123
716,49.2143
717,79.4608
718,93.8410
719,84.3689
720,43.1340
721,80.5819
722,90.2178
723,18.2616
724,96.1867
725,75.0791
726,96.5256
727,35.5018
728,86.8490
729,87.5756
730,88.1591
731,55.8915
732,89.1938
733,97.6490
734,69.9871
735,65.0786
736,83.7306
737,93.8063
738,83.9575
739,1.0000
740,77.6741
741,80.0157
742,93.2987
743,72.0034
744,64.3677
745,99.9978
746,74.1436
747,91.8114
748,65.0119
749,94.6655
750,82.2169
751,91.5154
752,61.8257
753,94.3064
754,73.9144
755,83.7758
756,77.2547
757,76.6611
758,82.2007
759,84.4499
760,73.6351
761,102.3272
762,64.8539
763,88.0014
764,67.8368
765,104.3599
766,74.1048
767,93.6773
768,1.0000
769,45.4953
770,100.3125
771,91.6756
772,88.8723
773,81.3233
774,71.6065
775,94.2497
776,80.9784
777,80.8553
778,28.0160
779,77.5776
780,89.9883
781,96.6558
782,41.2076
783,93.7614
784,77.9601
785,32.5553
786,90.8747
787,84.2992
788,90.8784
789,25.0473
790,76.4942
791,88.1621
792,88.5100
793,60.3472
794,87.4667
795,79.1004
796,87.1419
797,97.4283
798,63.4699
799,97.9212
800,73.1358
801,1.0000
802,100.2180
803,86.3043
804,92.6856
805,66.5174
806,76.7688
807,82.6566
808,84.3017
809,68.5103
810,82.4179
811,67.6774
812,58.6168
813,78.9254
814,73.0057
815,93.9522
816,82.0513
817,63.7724
818,95.0203
819,90.4163
820,91.3721
821,85.7309
822,57.8735
823,68.9089
824,86.1015
825,84.5666
826,62.8266
827,80.0447
828,86.8663
829,92.7686
830,17.4823
831,98.4340
832,67.3419
833,75.1297
834,87.3372
835,57.3519
836,85.2045
837,101.4513
838,68.5971
839,92.2075
840,67.7163
841,84.2217
842,93.0729
843,42.1124
844,92.9428
845,78.5581
846,92.5336
847,44.2181
848,69.7194
849,84.7705
850,85.5788
851,76.3879
852,48.0646
853,101.7904
854,63.8026
855,83.5765
856,59.6430
857,77.7308
858,98.4249
859,61.3003
860,93.9150
861,73.0675
862,91.5684
863,96.0655
864,34.5183
865,77.8427
866,85.5541
867,85.4266
868,53.5919
869,101.3571
870,76.9688
871,94.1787
872,1.0000
873,85.6130
874,94.9774
875,62.0638
876,85.6470
877,65.6022
878,85.2991
879,89.4548
880,61.8571
881,84.9554
882,69.8297
883,68.5349
884,82.8302
885,93.2928
886,77.8013
887,88.8208
888,74.8741
889,75.8063
890,101.8443
891,1.0000
892,95.2240
893,84.3977
894,92.1586
895,53.7785
896,70.6493
897,52.7495
898,88.5032
899,87.4491
900,89.9722
901,87.1620
902,62.6154
903,95.9787
904,70.0069
905,9.4237
906,100.1934
907,77.7851
908,88.1763
909,32.8716
910,86.2330
911,90.0521
912,78.5448
913,83.4933
914,34.0078
915,85.1265
916,88.2682
917,100.9260
918,3.0709
919,83.0110
920,89.1438
921,64.4381
922,98.3012
923,78.0463
924,96.3613
925,82.6375
926,72.4786
927,98.6285
928,74.4253
929,66.4829
930,80.7500
931,85.2053
932,80.9216
933,98.8360
934,1.0000
935,93.9202
936,85.2897
937,77.6709
938,84.6943
939,70.3298
940,94.0872
941,75.5434
942,81.3906
943,85.4883
944,83.3268
945,66.5192
946,85.7285
947,83.4265
948,68.9493
949,84.9346
950,57.7292
951,90.2616
952,85.5012
953,1.0000
954,91.4168
955,78.8515
956,97.5699
957,74.5960
958,86.8073
959,89.4809
960,72.3375
961,48.0438
962,103.3961
963,78.0151
964,75.7969
965,86.9880
966,81.8612
967,94.7484
968,45.8401
969,93.3355
970,74.9182
971,70.4234
972,54.6332
973,92.7918
974,83.6173
975,96.0788
976,24.1427
977,71.0426
978,95.7020
979,24.6540
980,94.1592
981,85.2571
982,74.7213
983,43.2170
984,85.0876
985,91.3920
986,85.9932
987,46.4482
988,94.3051
989,97.1257
990,73.4559
991,89.3149
992,64.4846
993,73.7756
994,99.0851
995,1.0000
996,90.4794
997,83.2468
998,84.2017
999,69.0704
1000,73.9679
1001,93.7659
1002,81.5836
1003,69.2593
1004,82.9617
1005,96.7223
1006,78.4631
1007,91.5487
1008,65.9059
1009,75.2989
1010,97.6746
1011,74.5906
1012,84.3976
1013,75.0111
1014,83.0663
1015,81.2276
1016,78.9304
1017,84.6206
1018,88.6629
1019,76.7850
1020,76.1692
1021,98.4369
1022,86.9182
1023,91.4829
1024,1.0000
1025,45.4953
1026,100.3125
1027,92.8006
1028,87.7473
1029,85.9170
1030,67.0128
1031,95.7497
1032,79.4784
1033,88.4725
1034,23.4457
1035,77.1323
1036,91.5117
1037,95.6011
1038,41.1842
1039,96.8317
1040,71.8429
1041,33.4928
1042,91.8122
1043,84.3695
1044,89.6831
1045,26.1489
1046,77.2676
1047,89.0996
1048,86.4475
1049,60.6577
1050,84.4491
1051,79.2469
1052,85.3196
1053,95.4068
1054,66.4172
1055,99.0638
1056,73.9503
1057,1.0037
1058,96.6027
1059,85.3375
1060,95.1642
1061,64.9412
1062,77.7005
1063,86.6820
1064,79.1396
1065,68.4956
1066,81.9111
1067,69.2799
1068,56.0006
1069,83.8736
1070,66.7977
1071,95.3145
1072,79.9214
1073,66.1103
1074,93.0457
1075,89.0980
1076,86.6084
1077,85.4907
1078,61.1255
1079,69.3250
1080,85.2050
1081,84.0129
1082,62.7651
1083,81.1316
1084,87.6720
1085,91.7637
1086,17.1337
1087,100.7573
1088,67.1573
1089,79.8051
1090,81.5478
1091,56.3203
1092,89.5870
1093,99.0662
1094,74.6260
1095,92.5294
1096,64.5109
1097,83.4831
1098,93.8109
1099,42.1120
1100,90.4463
1101,79.1818
1102,87.6611
1103,45.1347
1104,73.0501
1105,88.4447
1106,82.7256
1107,77.7418
1108,44.0044
1109,100.2908
1110,59.8889
1111,88.3347
1112,56.9363
1113,77.8132
1114,97.0307
1115,64.6405
1116,94.7591
1117,77.2837
1118,90.2885
1119,98.9926
1120,29.0314
1121,78.2836
1122,87.9637
1123,83.8519
1124,51.4898
1125,102.9143
1126,74.9986
1127,92.7827
1128,1.0000
1129,88.4636
1130,87.3632
1131,62.9456
1132,90.4663
1133,62.4997
1134,89.1341
1135,91.3210
1136,60.1959
1137,84.8016
1138,67.7071
1139,72.3771
1140,83.1920
1141,97.7649
1142,75.7930
1143,91.2656
1144,68.4127
1145,79.2604
1146,99.7554
1147,1.0000
1148,92.6664
1149,83.2932
1150,90.1166
1151,58.6857
1152,69.0761
1153,51.9970
1154,87.1823
1155,90.6780
1156,88.9354
1157,94.9362
1158,59.1865
1159,95.8340
1160,66.2939
1161,13.9358
1162,100.4398
1163,80.3314
1164,86.1229
1165,34.0702
1166,81.8945
1167,91.2477
1168,78.4749
1169,80.8269
1170,37.6637
1171,87.1213
1172,84.0286
1173,102.0901
1174,1.0000
1175,82.5141
1176,91.9691
1177,65.2785
1178,92.9073
1179,78.2100
1180,94.8785
1181,83.1410
1182,78.2732
1183,98.7775
1184,71.3400
1185,70.8585
1186,80.3679
1187,87.6151
1188,77.7475
1189,99.7751
1190,1.0000
1191,94.8564
1192,84.4681
1193,77.0288
1194,84.4682
1195,72.6847
1196,93.6531
1197,82.6898
1198,78.8105
1199,85.7001
1200,80.9546
1201,66.4414
1202,79.9085
1203,84.6875
1204,70.5327
1205,83.4125
1206,63.4668
1207,92.3693
1208,84.8667
1209,1.0000
1210,97.1654
1211,79.9390
1212,90.9464
1213,77.8529
1214,83.2907
1215,88.0767
1216,74.2555
1217,48.6529
1218,101.2162
1219,80.2298
1220,74.1502
1221,86.4180
1222,80.4299
1223,93.6042
1224,48.8443
1225,92.6578
1226,76.3792
1227,70.1559
1228,53.5453
1229,94.9794
1230,81.9846
1231,94.8562
1232,25.9963
1233,75.3699
1234,92.3184
1235,25.5185
1236,93.1310
1237,84.8984
1238,75.4700
1239,48.2899
1240,81.5121
1241,89.0199
1242,87.7285
1243,51.5234
1244,89.7006
1245,102.0309
1246,65.6814
1247,90.7104
1248,63.0499
1249,71.7487
1250,98.2124
1251,1.0000
1252,90.3040
1253,85.1925
1254,80.8505
1255,69.8677
1256,76.8569
1257,95.7995
1258,81.3203
1259,70.1444
1260,80.9699
1261,97.5767
1262,79.4405
1263,88.5828
1264,67.5806
1265,73.0105
1266,99.4935
1267,79.0112
1268,80.6150
1269,79.6309
1270,76.4829
1271,83.0759
1272,77.9486
1273,88.0157
1274,83.8549
1275,78.4399
1276,73.9628
1277,98.3765
1278,85.9964
1279,95.1314
1280,1.0000
1281,45.4953
1282,100.3125
1283,94.7006
1284,85.8473
1285,85.9170
1286,67.0128
1287,93.8497
1288,81.3784
1289,86.7975
1290,23.9707
1291,76.9573
1292,91.3367
1293,97.2761
1294,40.6592
1295,97.0067
1296,72.0179
1297,32.1053
1298,91.2247
1299,86.3820
1300,88.6956
1301,25.7614
1302,76.0801
1303,88.3121
1304,88.6600
1305,60.3202
1306,87.1116
1307,78.9094
1308,85.7821
1309,97.5193
1310,65.5297
1311,98.1763
1312,72.2628
1313,1.0000
1314,98.3090
1315,84.7437
1316,94.5704
1317,66.7975
1318,75.7567
1319,87.0382
1320,79.4958
1321,68.6519
1322,82.0673
1323,70.5362
1324,55.0568
1325,84.2299
1326,67.1539
1327,94.5708
1328,81.3777
1329,64.4166
1330,94.3520
1331,90.4042
1332,87.1147
1333,85.6469
1334,58.2817
1335,69.4812
1336,86.1612
1337,85.0442
1338,62.9963
1339,81.7629
1340,85.3032
1341,91.9949
1342,18.1649
1343,98.3885
1344,67.7886
1345,77.7833
1346,82.5259
1347,56.8984
1348,90.9651
1349,99.8443
1350,72.4042
1351,93.7075
1352,64.8890
1353,83.6862
1354,94.8140
1355,42.3151
1356,87.6494
1357,80.7349
1358,88.4143
1359,43.6878
1360,74.6032
1361,87.4228
1362,83.9037
1363,77.8199
1364,44.0825
1365,101.4689
1366,58.8670
1367,88.4128
1368,57.0144
1369,78.1913
1370,97.4089
1371,66.5186
1372,92.8372
1373,76.5118
1374,89.5167
1375,96.7207
1376,30.5595
1377,77.4868
1378,86.3669
1379,86.0550
1380,50.6930
1381,102.4674
1382,75.3517
1383,92.3358
1384,1.0000
1385,87.4667
1386,89.3663
1387,62.3487
1388,89.0694
1389,64.5028
1390,88.1372
1391,89.9241
1392,59.5991
1393,84.8172
1394,67.7228
1395,73.8928
1396,82.5076
1397,97.6305
1398,75.6586
1399,89.6313
1400,68.9783
1401,77.5010
1402,101.7960
1403,1.0000
1404,92.8070
1405,85.1339
1406,88.1572
1407,58.6263
1408,69.0167
1409,54.0048
1410,85.3901
1411,90.7858
1412,89.0432
1413,93.1441
1414,61.1943
1415,95.9418
1416,66.4017
1417,13.0936
1418,99.5977
1419,78.7892
1420,86.7808
1421,34.3780
1422,82.2023
1423,92.2556
1424,77.2827
1425,83.1847
1426,37.0215
1427,86.0791
1428,83.7864
1429,101.2480
1430,1.0961
1431,82.0719
1432,90.7270
1433,64.3113
1434,92.7401
1435,78.0428
1436,97.7113
1437,82.8239
1438,77.1560
1439,100.6604
1440,70.2228
1441,70.5476
1442,80.0569
1443,85.0042
1444,78.9366
1445,100.0142
1446,1.0000
1447,97.3955
1448,83.2072
1449,78.1928
1450,83.4323
1451,72.7488
1452,93.7172
1453,81.4539
1454,79.7745
1455,85.5642
1456,80.8187
1457,68.2679
1458,80.9351
1459,82.7141
1460,71.5592
1461,83.2890
1462,64.1434
1463,93.0458
1464,82.5433
1465,1.0000
1466,94.7420
1467,80.9155
1468,91.1230
1469,75.4294
1470,83.8673
1471,88.2533
1472,75.2321
1473,48.8108
1474,102.1740
1475,77.7876
1476,74.7080
1477,87.5758
1478,80.7877
1479,94.3620
1480,46.6021
1481,93.6157
1482,74.3370
1483,70.3137
1484,54.5032
1485,93.0872
1486,83.0924
1487,96.7640
1488,27.1041
1489,75.4652
1490,92.4137
1491,24.5138
1492,94.3263
1493,84.9937
1494,75.5653
1495,49.4852
1496,80.5074
1497,91.4902
1498,86.3988
1499,51.6937
1500,89.8709
1501,99.5512
1502,67.0017
1503,90.5307
1504,62.8703
1505,73.3065
1506,96.7702
1507,1.0000
1508,88.8618
1509,84.9003
1510,83.5583
1511,68.7755
1512,76.5647
1513,95.3323
1514,80.0531
1515,69.2772
1516,83.1027
1517,96.3095
1518,78.9734
1519,90.7156
1520,66.7134
1521,74.3183
1522,98.6013
1523,79.6190
1524,81.2228
1525,78.1887
1526,77.2407
1527,82.3337
1528,77.2064
1529,88.1235
1530,83.9627
1531,76.6477
1532,75.9706
1533,98.6843
1534,86.3043
1535,97.3393
1536,1.0000
1537,45.4953
1538,100.3125
1539,94.3006
1540,86.2473
1541,85.9170
1542,67.0128
1543,94.2497
1544,80.9784
1545,82.0975
1546,29.0707
1547,81.2573
1548,86.6367
1549,92.9761
1550,44.5592
1551,101.7067
1552,67.7179
1553,33.6803
1554,91.9997
1555,87.5570
1556,89.8706
1557,24.0864
1558,75.2051
1559,87.0371
1560,87.3850
1561,57.0952
1562,92.8866
1563,84.6844
1564,81.7571
1565,91.8443
1566,68.8547
1567,101.5013
1568,67.3878
1569,6.3474
1570,95.9465
1571,78.6812
1572,97.5079
1573,69.5350
1574,70.2942
1575,85.2757
1576,86.7333
1577,70.4644
1578,83.8798
1579,68.2487
1580,51.9693
1581,81.3424
1582,64.2664
1583,95.7833
1584,83.3902
1585,65.8291
1586,86.7645
1587,87.3167
1588,93.8272
1589,94.2094
1590,57.8442
1591,64.5437
1592,89.4237
1593,80.7317
1594,59.4838
1595,82.3504
1596,85.8907
1597,95.2324
1598,20.6024
1599,96.7260
1600,66.1261
1601,73.8989
1602,87.6415
1603,62.4141
1604,86.6807
1605,96.1599
1606,77.7198
1607,98.6232
1608,61.6046
1609,83.5768
1610,93.9046
1611,42.2057
1612,87.5401
1613,80.0255
1614,88.5049
1615,42.9784
1616,73.8938
1617,81.6009
1618,87.8819
1619,81.3980
1620,38.6607
1621,98.6970
1622,64.2951
1623,94.2410
1624,53.8426
1625,75.8444
1626,95.0620
1627,64.1717
1628,91.2903
1629,76.8149
1630,89.8198
1631,97.0239
1632,30.0626
1633,79.9711
1634,89.6512
1635,84.0394
1636,48.6773
1637,100.8518
1638,72.9361
1639,95.2202
1640,1.0000
1641,94.6511
1642,87.5507
1643,55.6331
1644,92.1538
1645,67.1872
1646,81.8216
1647,88.5085
1648,66.3834
1649,83.8641
1650,66.7696
1651,77.4396
1652,85.2545
1653,98.3274
1654,76.3555
1655,85.8281
1656,65.9752
1657,80.9479
1658,95.4429
1659,1.0000
1660,100.3539
1661,90.2307
1662,85.0541
1663,50.6232
1664,70.0136
1665,52.0907
1666,84.2760
1667,93.7718
1668,92.0292
1669,96.5300
1670,63.7803
1671,94.4278
1672,64.8877
1673,15.1545
1674,92.6586
1675,75.5502
1676,93.3417
1677,40.5390
1678,79.3633
1679,85.7165
1680,78.9436
1681,84.4832
1682,38.3200
1683,83.2775
1684,80.1848
1685,100.4964
1686,1.0000
1687,85.4203
1688,94.8754
1689,69.6848
1690,88.3136
1691,69.1162
1692,97.7848
1693,84.5473
1694,70.6795
1695,98.6838
1696,77.2462
1697,66.1710
1698,84.6804
1699,90.4276
1700,74.5600
1701,95.8376
1702,1.0000
1703,101.4189
1704,79.0306
1705,78.7163
1706,83.1557
1707,72.8722
1708,93.8406
1709,81.3773
1710,80.4980
1711,85.8876
1712,81.1421
1713,64.0039
1714,86.4710
1715,88.2500
1716,68.0952
1717,77.9750
1718,67.0293
1719,95.9318
1720,76.4292
1721,1.0000
1722,95.4779
1723,81.2515
1724,92.2589
1725,73.9154
1726,82.3532
1727,87.1392
1728,73.3180
1729,51.7467
1730,95.3099
1731,75.8236
1732,81.7440
1733,94.0117
1734,79.0236
1735,87.6980
1736,48.9380
1737,91.2516
1738,71.9729
1739,73.2496
1740,56.6391
1741,95.8231
1742,85.8283
1743,94.1999
1744,25.3401
1745,83.5262
1746,91.4746
1747,18.6747
1748,98.2873
1749,86.3047
1750,67.8762
1751,46.6961
1752,85.9183
1753,94.5512
1754,90.2597
1755,51.0546
1756,89.2318
1757,97.0621
1758,63.7127
1759,91.7416
1760,64.0812
1761,73.9987
1762,97.4624
1763,1.0000
1764,89.5540
1765,85.1925
1766,83.8505
1767,69.8677
1768,76.8569
1769,89.7995
1770,84.3203
1771,73.1444
1772,77.9699
1773,91.5767
1774,82.4405
1775,94.5828
1776,61.5806
1777,74.1355
1778,97.6185
1779,78.6362
1780,80.2400
1781,79.2559
1782,79.1079
1783,84.2009
1784,79.0736
1785,82.0157
1786,86.8549
1787,79.9399
1788,69.4628
1789,94.6265
1790,91.2464
1791,101.8814
1792,1.0000
1793,45.4953
1794,100.3125
1795,89.3814
1796,58.1968
1797,95.7999
1798,11.0440
1799,83.3066
1800,74.5138
1801,57.5619
1802,87.9687
1803,77.0316
1804,98.0635
1805,100.0198
1806,73.1640
1807,90.4284
1808,75.8180
1809,75.5201
1810,79.3663
1811,20.0656
1812,88.7110
1813,42.3172
1814,74.4149
1815,96.8149
1816,68.5149
1817,91.2406
1818,74.8350
1819,69.1170
1820,95.7462
1821,93.5633
1822,86.5351
1823,96.9955
1824,53.4374
1825,74.6007
1826,78.4598
1827,86.3108
1828,94.8507
1829,87.2024
1830,82.8799
1831,97.9071
1832,63.1757
1833,92.6712
1834,70.1995
1835,19.2786
1836,96.4307
1837,22.8078
1838,78.2608
1839,87.2322
1840,70.1687
1841,70.5287
1842,101.8963
1843,89.4782
1844,78.5055
1845,96.5289
1846,70.1094
1847,64.8476
1848,83.5969
1849,80.4787
1850,77.3061
1851,81.1108
1852,1.0000
1853,89.7313
1854,42.1724
1855,78.4206
1856,75.2483
1857,77.7006
1858,83.5859
1859,87.6575
1860,94.6041
1861,88.7742
1862,80.3571
1863,92.4817
1864,84.5198
1865,74.0135
1866,82.3880
1867,45.5764
1868,87.4856
1869,11.0315
1870,88.7047
1871,47.5052
1872,73.7251
1873,87.1840
